year,très_ADV avare_ADJ,très_ADV bavard_ADJ
1800,9.432493897065797e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,1.950339223455444e-09,0.0
1804,9.887403784603066e-09,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,2.8469551160981155e-09
1808,1.8128591960930862e-08,0.0
1809,4.518061036407062e-09,0.0
1810,7.020380277111826e-09,0.0
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,1.3486118000116676e-08,0.0
1816,0.0,1.3905623319487859e-08
1817,6.227493631882908e-09,0.0
1818,1.1921176934492905e-08,0.0
1819,3.1053151161586356e-09,0.0
1820,1.1866481131050932e-08,0.0
1821,2.6626018723163725e-08,9.86148829262845e-10
1822,1.303330066093622e-08,1.0025615893027862e-09
1823,1.9765373782121287e-09,1.9765373782121287e-09
1824,1.0105335235266466e-08,2.105278085196005e-08
1825,3.522177216552791e-09,0.0
1826,1.6735169694470642e-08,0.0
1827,4.608636583469661e-09,0.0
1828,1.559291185060374e-08,0.0
1829,6.687077558353849e-08,0.0
1830,2.5048406016026092e-08,0.0
1831,1.2472964883158966e-08,1.5591206103948707e-09
1832,2.705993873419743e-09,0.0
1833,4.054269808762001e-08,1.1583628500844156e-09
1834,2.0535967593104942e-08,1.8669061851994684e-09
1835,1.4369867074037757e-08,6.050470346963266e-09
1836,8.736974699274924e-09,8.064899859050456e-09
1837,1.530736071231331e-08,6.957890930081589e-10
1838,3.219202682203104e-08,6.943378316748294e-09
1839,1.3283802502428443e-08,0.0
1840,8.280594876453051e-09,3.821813088222825e-09
1841,1.6693427085101575e-08,1.2841097074556274e-09
1842,1.1404051036834062e-08,6.708265054555795e-10
1843,1.1813821920725331e-08,4.7255288571079745e-09
1844,8.781698035420504e-09,1.6465683816413446e-09
1845,9.48638767539478e-09,2.7901139176833567e-09
1846,1.8148954339380907e-08,5.854501328173001e-10
1847,6.47186837454683e-09,2.1572894581822766e-09
1848,6.43617736884039e-09,3.218088684420195e-09
1849,5.02764896381791e-09,2.513824481908955e-09
1850,6.1100964288129944e-09,6.788996032014438e-10
1851,1.3543821175687754e-08,0.0
1852,2.018269107395554e-08,0.0
1853,1.0152284346531815e-08,5.3747388761848924e-09
1854,6.754363734984281e-09,5.195664454227256e-10
1855,1.751289246954002e-08,0.0
1856,7.765783571755946e-09,0.0
1857,5.857811125054013e-09,2.4407544874094356e-09
1858,7.829881631948865e-09,1.4681028059904122e-09
1859,6.619825576592575e-09,3.055304009791371e-09
1860,7.323494255473406e-09,7.323494255473406e-09
1861,1.9807048445841247e-08,0.0
1862,4.9697850279528666e-09,0.0
1863,1.1487627737949424e-08,4.994620828036034e-10
1864,1.9178911792039344e-09,4.794727948009836e-10
1865,5.6482134525026595e-09,7.0602665935837194e-09
1866,1.3137154475373336e-08,1.4596839292835284e-09
1867,1.3102591012170706e-08,4.85281148598915e-10
1868,5.433861582915256e-09,2.469937032678615e-09
1869,8.30198221279943e-09,8.790334349306761e-09
1870,1.548193218070537e-08,9.17447806614291e-09
1871,2.7615060460561835e-08,1.0621177271019633e-09
1872,2.4189357183956872e-09,3.023669647994609e-09
1873,1.1972009161809183e-08,0.0
1874,1.1949218281515073e-09,5.974609140757536e-10
1875,1.716458086775674e-09,2.2886108563824337e-09
1876,1.3905833817773328e-08,0.0
1877,4.329371083855449e-09,2.4739263970730008e-09
1878,7.850815109122777e-09,6.039088673581716e-10
1879,1.588424503040642e-08,4.887460214320072e-09
1880,1.8611753915820373e-08,1.9253538763308597e-09
1881,4.044054335849978e-08,1.3945014920579979e-08
1882,4.791877272758427e-08,9.317538740560849e-09
1883,4.4235373586332116e-08,1.6430281413182257e-08
1884,4.885255577846692e-08,1.5844073608661802e-08
1885,5.5432465728699754e-08,3.093905132089958e-08
1886,6.776137184694164e-08,7.0988103173519335e-09
1887,4.83140425444617e-08,1.6322311946481705e-08
1888,4.375024076352929e-08,1.4583413587843097e-08
1889,3.0072656975743683e-08,3.5711280488293085e-08
1890,4.4569826940232815e-08,2.5562107097698572e-08
1891,4.844407075488277e-08,3.3783366659712044e-08
1892,5.3909207542446325e-08,1.6924983192723175e-08
1893,4.310891554837326e-08,4.926733243593162e-09
1894,5.419323656496999e-08,1.3233232287745977e-08
1895,5.717683748684976e-08,2.2870734639468537e-08
1896,5.543207071134759e-08,6.48673198488936e-09
1897,4.7779050826868286e-08,1.2818769601352642e-08
1898,7.072943519759178e-08,1.9238406867572166e-08
1899,7.572782401155109e-08,2.1004797901014172e-08
1900,7.47511634813236e-08,1.5054053892349373e-08
1901,3.297355988252093e-08,2.51493244007861e-08
1902,5.008489623037349e-08,1.276673833316977e-08
1903,3.294134298670315e-08,1.7820727116202306e-08
1904,3.869730136329963e-08,1.7198800605910947e-08
1905,5.3155818413586076e-08,2.3223416079076742e-08
1906,6.584556189181967e-08,2.7264177138164314e-08
1907,3.805704151815803e-08,1.54285304532209e-08
1908,5.6972113249287304e-08,1.718986175625048e-08
1909,4.565816524859656e-08,2.585462333115629e-08
1910,4.649411167179096e-08,1.7635697346918278e-08
1911,4.575521828087403e-08,2.5537795655949935e-08
1912,4.740573444905749e-08,1.354449502555255e-08
1913,2.5454351126885655e-08,1.2727175369153798e-08
1914,2.8126324380650658e-08,1.607218563792756e-08
1915,4.123266705846618e-08,9.424609426211816e-09
1916,2.8567401555434913e-08,1.7579939282086343e-08
1917,4.496234140560773e-08,7.676496771580332e-09
1918,4.020231880730307e-08,9.189101035644853e-09
1919,3.498982437122322e-08,2.5781976331629153e-08
1920,3.180337415642498e-08,7.572231730534895e-09
1921,5.1494683295238985e-08,2.499006651612845e-08
1922,4.279202414636529e-08,8.853522970309058e-09
1923,4.4586980774141693e-08,2.0170300985000722e-08
1924,4.125319807979366e-08,1.5469949543600592e-08
1925,3.079489729884699e-08,1.429763130111894e-08
1926,4.01260994431496e-08,2.3406890314880968e-08
1927,4.794166685861967e-08,1.7838759802657478e-08
1928,4.113374696412819e-08,3.085031252680892e-08
1929,4.233354289340241e-08,3.119313873867213e-08
1930,5.566909777598994e-08,2.4158287814657342e-08
1931,4.1059283972799676e-08,1.8248570654577634e-08
1932,2.9590749517360848e-08,1.972716578979572e-08
1933,7.570636739728798e-08,1.3764794859483231e-08
1934,2.875579241390369e-08,2.156684431042777e-08
1935,3.2314366293917374e-08,1.555876938397205e-08
1936,2.9099314957647948e-08,2.424942913137329e-08
1937,4.532802555523574e-08,1.510934133364117e-08
1938,2.463390735840676e-08,1.8151300906765755e-08
1939,1.5294050470515685e-08,1.2235240376412548e-08
1940,4.564409294971483e-08,2.5357829613881222e-08
1941,6.198155233505531e-08,1.7709016475464523e-08
1942,6.068423408223111e-08,2.730790527039062e-08
1943,4.935499831049128e-08,1.1612940831184915e-08
1944,4.4984606262232774e-08,2.5705489292704442e-08
1945,2.6142048525912287e-08,3.0499055725385915e-08
1946,3.897909284233947e-08,1.8097434661967782e-08
1947,4.529931052488223e-08,2.7418004089341252e-08
1948,2.5005341797168512e-08,1.630783130757152e-08
1949,4.417653798327592e-08,1.1780409536754632e-08
1950,2.7651939404904624e-08,2.6588404367089424e-08
1951,3.838104511988405e-08,2.3455083209000804e-08
1952,2.2144087452602434e-08,2.1089608281954497e-08
1953,2.3702420026694426e-08,2.8011951869189033e-08
1954,3.4203876175809e-08,3.322662278648636e-08
1955,3.0972504561077585e-08,2.5341140741375057e-08
1956,3.9245135141641185e-08,3.9245135141641185e-08
1957,3.180613572517643e-08,2.5621609056614147e-08
1958,4.053399349501774e-08,4.301566730591233e-08
1959,2.712761748568937e-08,2.3252243908089554e-08
1960,1.9378334104036554e-08,3.8756667208872386e-08
1961,3.057190056665604e-08,4.1688956953223055e-08
1962,3.2343976386073336e-08,2.156265105357491e-08
1963,3.556329275511416e-08,4.008953169432061e-08
1964,2.798625509115027e-08,3.285342831116367e-08
1965,3.77570993359555e-08,3.228505696117878e-08
1966,3.821961680472441e-08,3.268053949678773e-08
1967,3.944268289757247e-08,3.796358227781127e-08
1968,5.0752999469771964e-08,3.5482184301827147e-08
1969,3.8150766101807676e-08,2.497966811176866e-08
1970,3.219107469476512e-08,2.4833115841449427e-08
1971,2.4664308040378558e-08,3.391342329184255e-08
1972,3.9502130899649046e-08,3.385897073826527e-08
1973,3.4733182330271006e-08,3.4181862285098674e-08
1974,2.4752514704573514e-08,2.8690415376786405e-08
1975,3.484002775167028e-08,2.227477224892027e-08
1976,4.34228029089212e-08,3.256710257026896e-08
1977,3.6436047512466985e-08,3.173462098660096e-08
1978,3.267325376921093e-08,3.386137159555602e-08
1979,3.9793419448486134e-08,3.6867430774911725e-08
1980,3.354238842234736e-08,5.4577446673143015e-08
1981,2.719986330612656e-08,3.1627749308427155e-08
1982,3.1658260013500694e-08,3.476201249075217e-08
1983,4.547027532275649e-08,4.294414901462318e-08
1984,3.65337540775279e-08,3.5373952933515085e-08
1985,2.9476234453262862e-08,3.428868178279032e-08
1986,3.7165808208783346e-08,3.77652594751865e-08
1987,3.238732881882811e-08,4.399787983944137e-08
1988,3.1182079140990027e-08,5.276967485201567e-08
1989,3.128229764115531e-08,3.2379922076941625e-08
1990,5.0127588413495516e-08,3.214704158427395e-08
1991,3.2238057834366174e-08,4.161640332345229e-08
1992,3.361065892271142e-08,4.4630547368917917e-08
1993,3.655876845698458e-08,5.6499916412100504e-08
1994,3.0594573985354145e-08,6.171664063137072e-08
1995,2.7112253220273885e-08,5.0428791253942507e-08
1996,3.202855203277011e-08,4.3238546520996124e-08
1997,3.7400176622348624e-08,4.267456077400311e-08
1998,3.1469652217452904e-08,6.246249351082866e-08
1999,2.6964186355948883e-08,5.39283719902528e-08
2000,3.887867849883264e-08,5.6108999224591116e-08
2001,3.6364058209059635e-08,5.1698299308178264e-08
2002,3.1106671904979066e-08,4.994592561757827e-08
2003,2.9585152105937595e-08,5.375330691670399e-08
2004,3.0393059985422965e-08,6.43099529185065e-08
2005,3.0175122844866564e-08,6.035024346928708e-08
2006,3.9119953720856415e-08,7.906348420405607e-08
2007,3.435252438066527e-08,9.866364436561526e-08
2008,3.6613980375355126e-08,8.898048697858485e-08
2009,3.433098583194294e-08,1.1300615909703993e-07
2010,3.495607003856094e-08,1.341557228085044e-07
2011,2.7532598312340895e-08,1.4684052085378596e-07
2012,3.063827305749278e-08,1.8485092834197303e-07
2013,3.5979714652079053e-08,1.9021832931009897e-07
2014,4.222618255056432e-08,1.966224170146802e-07
2015,4.211493198624794e-08,1.8641399091023914e-07
2016,4.0183995908549264e-08,1.9014901919689464e-07
2017,2.9181091903973666e-08,2.2741126670666745e-07
2018,4.001273379294901e-08,2.341390374915875e-07
2019,3.775461876465158e-08,2.390275548602716e-07
