year,nouveaux_ADJ ados_NOUN,nouveaux_ADJ cadeaux_NOUN
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,9.341240669868967e-09
1818,0.0,0.0
1819,0.0,3.1053151161586356e-09
1820,0.0,1.0679833017945839e-08
1821,0.0,9.86148829262845e-10
1822,1.0025615893027862e-09,4.010246357211145e-09
1823,0.0,9.882686891060644e-10
1824,2.5263338088166165e-09,1.2631669044083083e-08
1825,0.0,1.4969252504215547e-08
1826,0.0,5.284790383086602e-09
1827,0.0,0.0
1828,0.0,1.0089530988466322e-08
1829,0.0,4.286587973467704e-09
1830,1.0436835840010872e-09,1.0436835840010872e-09
1831,0.0,1.4032085715598441e-08
1832,1.3529969367098715e-09,2.841293600397421e-08
1833,4.6334514003376626e-09,8.108539617524002e-09
1834,0.0,2.8003592777992026e-09
1835,0.0,5.294161553592858e-09
1836,0.0,4.704525213838906e-09
1837,1.3915781860163179e-09,9.045258320128369e-09
1838,6.312161904276081e-10,2.5248647617104325e-09
1839,0.0,7.690622472189546e-09
1840,2.5478754661634184e-09,5.095750932326837e-09
1841,6.420548537278137e-10,5.778493683550323e-09
1842,6.708265054555795e-10,0.0
1843,2.3627644285539873e-09,1.3585895075607368e-08
1844,0.0,9.330554107123135e-09
1845,1.674068439427856e-09,6.138250796539069e-09
1846,3.5127007969038004e-09,5.854501328173001e-09
1847,0.0,0.0
1848,0.0,8.04522137798358e-09
1849,1.6758829879393033e-09,9.217356655710773e-09
1850,0.0,0.0
1851,6.449438760824933e-10,5.8044946626978344e-09
1852,6.510545436100301e-10,4.557382027314816e-09
1853,0.0,5.971931837933653e-10
1854,0.0,3.6369652289813814e-09
1855,1.0613874223963649e-09,0.0
1856,5.177189232874468e-10,6.73034605824796e-09
1857,3.4170564155999728e-09,1.4644527812635033e-09
1858,4.893676019968041e-10,9.787352039936081e-10
1859,0.0,4.073738679721828e-09
1860,4.577183909670879e-10,1.373155145145688e-09
1861,1.4147891747029462e-09,1.0846716413936974e-08
1862,0.0,1.3553959066214816e-09
1863,4.994620828036034e-10,2.4973103585068657e-09
1864,2.3973640850272204e-09,4.794727948009836e-10
1865,0.0,3.294791106611683e-09
1866,0.0,9.731225825149181e-10
1867,9.7056229719783e-10,4.367530337390235e-09
1868,0.0,1.2349684830326169e-08
1869,0.0,5.860223084575011e-09
1870,0.0,5.734048791339319e-10
1871,0.0,1.0621177271019633e-09
1872,6.047339295989218e-10,1.0280476914203973e-08
1873,0.0,1.7958012854535355e-09
1874,0.0,5.974609140757536e-10
1875,0.0,5.721527140956084e-10
1876,0.0,6.04601479992084e-09
1877,6.184815992682502e-10,4.329371083855449e-09
1878,0.0,1.2078177347163432e-09
1879,0.0,3.665595160740054e-09
1880,6.417846254436199e-10,3.2089231272180996e-09
1881,1.3945015142624584e-09,8.367009307619355e-09
1882,6.655385131892899e-10,5.324308105514319e-09
1883,0.0,6.951272890631799e-09
1884,0.0,6.601696966868076e-09
1885,0.0,1.4180398189012067e-08
1886,0.0,9.680195700578764e-09
1887,6.528924623161458e-10,7.1818171409887555e-09
1888,0.0,4.4384300679212174e-09
1889,0.0,1.2530273707511697e-08
1890,0.0,1.0487018364813139e-08
1891,0.0,1.529812720946211e-08
1892,0.0,1.2537024751679837e-09
1893,0.0,4.926733243593162e-09
1894,0.0,1.0082462864602348e-08
1895,0.0,1.6852119699706236e-08
1896,0.0,5.307326134129653e-09
1897,0.0,5.826713334045053e-09
1898,0.0,3.960848538042683e-09
1899,0.0,4.9748205555033564e-09
1900,0.0,1.245852754294674e-08
1901,0.0,1.508959468488058e-08
1902,0.0,5.892340837476695e-09
1903,0.0,1.6200660812870638e-09
1904,0.0,1.0211787859759625e-08
1905,0.0,3.6125313851442797e-09
1906,0.0,7.716276506641861e-09
1907,0.0,8.228549175370858e-09
1908,0.0,2.4556945366072114e-09
1909,0.0,7.151278680339601e-09
1910,0.0,1.0153886620400954e-08
1911,0.0,3.7242617878519013e-09
1912,0.0,4.688478938419394e-09
1913,1.060597942803554e-09,1.060597942803554e-09
1914,0.0,2.0090231700464756e-09
1915,0.0,3.534228465440492e-09
1916,0.0,3.2962386153911893e-09
1917,0.0,5.483212328627474e-09
1918,1.1486376294556067e-09,0.0
1919,0.0,7.366278698128781e-09
1920,0.0,9.086678076641874e-09
1921,0.0,2.2718242842501013e-09
1922,0.0,2.951174193910333e-09
1923,0.0,4.246379248229459e-09
1924,0.0,6.445812328337297e-09
1925,0.0,6.598906754362588e-09
1926,0.0,3.343841648018042e-09
1927,0.0,8.919379901328739e-09
1928,0.0,0.0
1929,0.0,8.912325100141061e-09
1930,0.0,3.1510811737689437e-09
1931,0.0,9.124285327288817e-09
1932,0.0,4.383814644626227e-09
1933,0.0,5.735331320977366e-09
1934,0.0,8.38710612072191e-09
1935,0.0,2.393656828303392e-09
1936,0.0,2.424942913137329e-09
1937,0.0,1.1332006444320086e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,2.4470480752825097e-08
1940,0.0,0.0
1941,0.0,1.1806010391524069e-08
1942,0.0,3.034211770724937e-09
1943,0.0,4.645176332473966e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,0.0,2.7842208538686464e-09
1947,0.0,4.7683483828109274e-09
1948,0.0,8.697510267552389e-09
1949,0.0,1.570721330779179e-08
1950,0.0,6.381216888229346e-09
1951,0.0,9.595261474260042e-09
1952,0.0,1.0544804140977249e-08
1953,0.0,1.2928593307037772e-08
1954,0.0,1.6613311615287785e-08
1955,0.0,7.508486277174597e-09
1956,0.0,1.2209598665435806e-08
1957,0.0,1.236905244894615e-08
1958,0.0,7.445019267748876e-09
1959,0.0,6.975672928177801e-09
1960,0.0,4.844583401109048e-09
1961,0.0,1.598076693198891e-08
1962,0.0,7.610347907416326e-09
1963,0.0,5.1728425987107585e-09
1964,0.0,1.8251904432275978e-09
1965,0.0,1.3680108601477059e-08
1966,0.0,7.200797291773142e-09
1967,0.0,1.1339771788243524e-08
1968,0.0,8.982831367632116e-09
1969,0.0,6.8126366770115965e-09
1970,0.0,4.598724956395017e-09
1971,2.0553589941130213e-09,4.624557625731995e-09
1972,0.0,8.721249500354133e-09
1973,0.0,5.513203671370093e-09
1974,0.0,9.563471792262135e-09
1975,0.0,1.4278700888326057e-08
1976,0.0,1.5997875024709174e-08
1977,0.0,1.880570188461661e-08
1978,0.0,2.3762364520507617e-08
1979,0.0,1.111874914361266e-08
1980,0.0,1.2507331170752423e-08
1981,6.325549528618524e-10,2.4037088763861902e-08
1982,0.0,7.449002747961231e-09
1983,0.0,7.57837881337764e-09
1984,0.0,6.958810416790584e-09
1985,0.0,8.421781494405423e-09
1986,5.994485463567401e-10,1.0790073723399018e-08
1987,0.0,1.3443797186596385e-08
1988,0.0,1.978862740337206e-08
1989,0.0,1.3720305780395847e-08
1990,0.0,1.5801088437683575e-08
1991,0.0,8.7921980806982e-09
1992,0.0,8.815910668147353e-09
1993,0.0,1.7171543575944526e-08
1994,0.0,1.318731612798274e-08
1995,0.0,9.760411145975922e-09
1996,0.0,4.80428297144897e-09
1997,0.0,7.192341833217597e-09
1998,0.0,5.2449422582867555e-09
1999,0.0,3.656160929565999e-09
2000,0.0,4.859834756842929e-09
2001,1.3143635069212678e-09,6.571817756650944e-09
2002,1.752488598683044e-09,1.3143663935011318e-09
2003,2.9168460979889232e-09,1.0417307572119228e-08
2004,4.404791253964646e-10,8.369103465799554e-09
2005,1.3511248786457486e-09,1.0358624180639708e-08
2006,4.117890028965121e-09,8.64756888319107e-09
2007,2.3966877371606188e-09,9.986198368228116e-09
2008,1.2772318758180745e-09,7.663391698997657e-09
2009,2.860915504498962e-09,1.192048149079028e-08
2010,3.3066551718974324e-09,8.97520635589899e-09
2011,2.6767803529281764e-09,1.2619107536693264e-08
2012,2.0425516833455504e-09,1.1234034147378225e-08
2013,1.6734750252211938e-09,1.1714325509615264e-08
2014,2.5985342766432495e-09,1.1909948582911056e-08
2015,8.866301581811342e-10,9.531274436369586e-09
2016,8.285360175719347e-10,1.1392370602436586e-08
2017,2.7671724911471074e-09,5.534344982294215e-09
2018,1.290733298020541e-09,9.551427204712581e-09
2019,1.7856913725466939e-09,1.0203951184006854e-08
